City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
151,Aklavik,CA,68.2191,-135.0107,8.6,85,75,3.44,broken clouds,2022-11-17 00:15:40
152,Atambua,ID,-9.1061,124.8925,80.91,68,100,1.68,overcast clouds,2022-11-17 00:15:41
153,Longyearbyen,SJ,78.2186,15.6401,22.84,68,20,17.27,few clouds,2022-11-17 00:12:18
154,Buala,SB,-8.145,159.5921,84.92,66,92,2.26,light rain,2022-11-17 00:15:42
155,Goderich,CA,43.7501,-81.7165,35.91,100,89,4.61,snow,2022-11-17 00:15:27
156,Ilulissat,GL,69.2167,-51.1,15.82,73,100,8.05,overcast clouds,2022-11-17 00:15:43
157,Cidreira,BR,-30.1811,-50.2056,67.26,61,0,4.38,clear sky,2022-11-17 00:12:00
158,Kaitangata,NZ,-46.2817,169.8464,58.24,82,99,4.29,overcast clouds,2022-11-17 00:15:43
159,Saint-Joseph,RE,-21.3667,55.6167,68.38,73,20,5.91,few clouds,2022-11-17 00:15:43
160,Kyra,RU,49.5776,111.9753,16.79,86,9,4.85,clear sky,2022-11-17 00:15:44
161,Santa Cruz De La Palma,ES,28.6835,-17.7642,74.14,56,0,4.61,clear sky,2022-11-17 00:15:44
162,Flin Flon,CA,54.7682,-101.865,19.24,86,100,11.5,light snow,2022-11-17 00:15:44
163,Beringovskiy,RU,63.05,179.3167,31.73,94,100,4.14,overcast clouds,2022-11-17 00:15:44
164,Tallahassee,US,30.4383,-84.2807,53.1,74,96,8.03,overcast clouds,2022-11-17 00:15:45
165,Jacksonville,US,30.3322,-81.6556,62.6,79,0,9.22,clear sky,2022-11-17 00:15:45
166,Dikson,RU,73.5069,80.5464,-1.43,97,100,13.53,overcast clouds,2022-11-17 00:15:45
167,Leningradskiy,RU,69.3833,178.4167,5.54,93,100,5.23,overcast clouds,2022-11-17 00:15:46
168,Novyy Urengoy,RU,66.0833,76.6333,1.78,95,96,7.09,light snow,2022-11-17 00:14:35
169,Port Blair,IN,11.6667,92.75,75.24,94,75,2.3,mist,2022-11-17 00:15:46
170,Faanui,PF,-16.4833,-151.75,79.41,73,100,4.27,overcast clouds,2022-11-17 00:13:34
171,Grand Gaube,MU,-20.0064,57.6608,68.4,72,42,4.0,scattered clouds,2022-11-17 00:15:46
172,Zambezi,ZM,-13.5432,23.1047,63.86,96,97,3.53,overcast clouds,2022-11-17 00:15:47
173,Sao Filipe,CV,14.8961,-24.4956,77.45,68,55,2.8,broken clouds,2022-11-17 00:15:47
174,Faro,PT,37.0194,-7.9322,64.18,100,75,13.8,broken clouds,2022-11-17 00:11:47
175,Marystown,CA,47.1666,-55.1483,37.11,72,91,4.07,overcast clouds,2022-11-17 00:12:30
176,Flinders,AU,-34.5833,150.8552,67.17,47,5,4.0,clear sky,2022-11-17 00:15:47
177,Kaniama,CD,-7.5667,24.1833,64.78,96,97,2.01,overcast clouds,2022-11-17 00:15:48
178,Lata,PT,40.1629,-8.3327,63.07,98,100,10.11,light rain,2022-11-17 00:15:48
179,Hami,CN,42.8,93.45,36.59,42,100,3.24,overcast clouds,2022-11-17 00:15:48
180,Vredendal,ZA,-31.6683,18.5012,55.87,78,86,4.34,overcast clouds,2022-11-17 00:15:48
181,Skalat,UA,49.4273,25.9787,36.34,96,100,11.77,overcast clouds,2022-11-17 00:13:10
182,Miram Shah,PK,33.0086,70.0697,53.28,35,0,6.24,clear sky,2022-11-17 00:15:49
183,Nizhniy Kuranakh,RU,58.8353,125.4869,7.36,97,98,1.92,light snow,2022-11-17 00:15:49
184,Port Augusta,AU,-32.5,137.7667,68.38,33,0,8.77,clear sky,2022-11-17 00:15:49
185,Sambava,MG,-14.2667,50.1667,71.19,92,25,6.38,scattered clouds,2022-11-17 00:15:50
186,Iquique,CL,-20.2208,-70.1431,64.44,73,12,3.22,few clouds,2022-11-17 00:12:21
187,Charyshskoye,RU,51.3978,83.5598,17.37,81,80,12.12,broken clouds,2022-11-17 00:15:50
188,Trelew,AR,-43.249,-65.3051,64.92,41,1,16.13,clear sky,2022-11-17 00:15:50
189,Terney,RU,45.0503,136.6092,31.05,65,4,5.93,clear sky,2022-11-17 00:15:51
190,Saint-Augustin,CA,51.226,-58.6502,19.6,92,84,2.24,broken clouds,2022-11-17 00:15:51
191,Noyabrsk,RU,63.1994,75.4507,-15.54,96,51,6.62,broken clouds,2022-11-17 00:15:51
192,Bonthe,SL,7.5264,-12.505,77.05,82,55,1.1,broken clouds,2022-11-17 00:15:52
193,Puerto Carreno,CO,6.189,-67.4859,79.97,83,100,2.98,overcast clouds,2022-11-17 00:15:52
194,Sar-E Pul,AF,35.8333,66.1667,38.19,43,4,7.74,clear sky,2022-11-17 00:15:52
195,Poum,NC,-20.2333,164.0167,79.54,77,92,6.89,overcast clouds,2022-11-17 00:15:53
196,Vila Do Maio,CV,15.1333,-23.2167,77.79,72,74,10.16,broken clouds,2022-11-17 00:15:53
197,Meulaboh,ID,4.1363,96.1285,75.7,87,100,3.98,light rain,2022-11-17 00:15:53
198,Evensk,RU,61.95,159.2333,3.0,90,98,6.2,overcast clouds,2022-11-17 00:12:46
199,Dingle,PH,10.9995,122.6711,79.72,88,93,8.21,overcast clouds,2022-11-17 00:15:54
200,Morros,BR,-9.4467,-46.3003,72.55,87,81,4.59,light rain,2022-11-17 00:15:54
201,Tumaco,CO,1.7986,-78.8156,76.84,82,86,9.53,overcast clouds,2022-11-17 00:15:54
202,Jiayuguan,CN,39.8167,98.3,28.08,32,0,4.76,clear sky,2022-11-17 00:15:55
203,Northam,GB,51.0333,-4.2167,49.6,92,100,17.18,overcast clouds,2022-11-17 00:15:55
204,Kodiak,US,57.79,-152.4072,44.11,93,100,12.66,light rain,2022-11-17 00:15:56
205,Narodychi,UA,51.2029,29.0823,31.33,87,100,11.83,overcast clouds,2022-11-17 00:15:56
206,Martapura,ID,-3.4167,114.85,80.69,69,100,2.3,overcast clouds,2022-11-17 00:15:56
207,Zhigansk,RU,66.7697,123.3711,-18.31,90,100,11.61,overcast clouds,2022-11-17 00:15:57
208,Helong,CN,42.5397,128.9972,35.83,50,7,4.41,clear sky,2022-11-17 00:15:57
209,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,62,0,6.71,clear sky,2022-11-17 00:15:37
210,Bundaberg,AU,-24.85,152.35,75.22,33,33,5.99,scattered clouds,2022-11-17 00:15:58
211,Slupca,PL,52.2873,17.8719,38.19,64,99,14.03,overcast clouds,2022-11-17 00:15:58
212,Shamkhal,RU,43.0596,47.3373,50.02,59,100,10.25,overcast clouds,2022-11-17 00:15:58
213,Sinnamary,GF,5.3833,-52.95,78.66,83,100,9.6,overcast clouds,2022-11-17 00:15:58
214,Tessalit,ML,20.1986,1.0114,69.42,16,40,7.16,scattered clouds,2022-11-17 00:15:59
215,Atbasar,KZ,51.8,68.3333,12.33,92,89,7.47,overcast clouds,2022-11-17 00:15:59
216,Altamira,BR,-3.2033,-52.2064,80.56,60,86,2.35,overcast clouds,2022-11-17 00:15:21
217,Dharchula,IN,29.85,80.5333,48.88,35,1,7.18,clear sky,2022-11-17 00:16:00
218,Isla Vista,US,34.4133,-119.861,71.35,23,0,6.91,clear sky,2022-11-17 00:16:00
219,Talnakh,RU,69.4865,88.3972,-28.01,99,43,4.36,scattered clouds,2022-11-17 00:16:01
220,Holme,DK,56.1138,10.1725,44.19,76,94,26.98,overcast clouds,2022-11-17 00:16:01
221,Warrington,GB,53.3925,-2.5802,49.86,93,40,9.22,light rain,2022-11-17 00:16:01
222,Belmonte,BR,-15.8631,-38.8828,76.35,90,98,7.45,light rain,2022-11-17 00:16:02
223,Natchitoches,US,31.7668,-93.1335,43.65,87,0,0.0,clear sky,2022-11-17 00:16:03
224,Kharan,PK,28.5833,65.4167,59.58,24,0,9.48,clear sky,2022-11-17 00:16:03
225,Progreso,MX,21.2833,-89.6667,78.91,80,15,11.48,light rain,2022-11-17 00:16:03
226,Kavaratti,IN,10.5669,72.642,81.52,72,28,4.12,scattered clouds,2022-11-17 00:16:04
227,Kloulklubed,PW,7.0419,134.2556,77.5,78,100,16.26,light rain,2022-11-17 00:16:04
228,Samarai,PG,-10.6167,150.6667,85.86,71,95,14.09,overcast clouds,2022-11-17 00:16:05
229,Alvdal,NO,62.1077,10.6307,26.49,94,19,6.15,few clouds,2022-11-17 00:16:05
230,Taikang,CN,46.8333,124.4167,25.72,72,9,8.3,clear sky,2022-11-17 00:16:05
231,Mareeba,AU,-17.0,145.4333,90.45,38,3,5.26,clear sky,2022-11-17 00:12:58
232,Sechura,PE,-5.5569,-80.8222,67.06,76,43,17.2,scattered clouds,2022-11-17 00:16:06
233,Kuryk,KZ,43.2,51.65,45.59,56,100,24.11,overcast clouds,2022-11-17 00:16:06
234,Sept-Iles,CA,50.2001,-66.3821,26.6,85,100,11.5,light snow,2022-11-17 00:16:07
235,Katsuura,JP,35.1333,140.3,60.21,70,51,15.01,broken clouds,2022-11-17 00:16:07
236,Ancud,CL,-41.8697,-73.8203,53.65,92,32,4.18,scattered clouds,2022-11-17 00:16:07
237,Tasiilaq,GL,65.6145,-37.6368,37.56,84,100,22.64,overcast clouds,2022-11-17 00:16:08
238,Tomatlan,MX,19.9333,-105.25,78.4,71,0,2.98,clear sky,2022-11-17 00:11:23
239,Salalah,OM,17.0151,54.0924,73.49,64,0,5.75,clear sky,2022-11-17 00:16:08
240,Rosetta,EG,31.4044,30.4164,65.19,74,6,7.67,light rain,2022-11-17 00:16:09
241,Yerbogachen,RU,61.2767,108.0108,6.62,96,100,2.62,overcast clouds,2022-11-17 00:16:09
242,Boguchany,RU,58.3814,97.4531,29.59,86,100,10.94,overcast clouds,2022-11-17 00:16:10
243,Nurpur,IN,29.15,78.4167,57.61,57,0,7.63,clear sky,2022-11-17 00:16:10
244,Adilabad,IN,19.6667,78.5333,61.21,61,4,1.28,clear sky,2022-11-17 00:16:11
245,Lorengau,PG,-2.0226,147.2712,84.65,58,92,6.67,overcast clouds,2022-11-17 00:16:11
246,Tautira,PF,-17.7333,-149.15,77.94,79,92,9.15,overcast clouds,2022-11-17 00:16:11
247,Springbok,ZA,-29.6643,17.8865,53.55,80,8,2.57,clear sky,2022-11-17 00:16:12
248,Rocha,UY,-34.4833,-54.3333,59.77,87,6,2.21,clear sky,2022-11-17 00:16:12
249,San Cristobal,VE,7.7669,-72.225,71.78,98,70,2.04,broken clouds,2022-11-17 00:16:13
250,Baiyin,CN,36.5583,104.2081,37.18,58,18,2.35,few clouds,2022-11-17 00:16:13
251,Bozoum,CF,6.3193,16.3799,68.52,54,79,1.92,broken clouds,2022-11-17 00:16:14
252,Provideniya,RU,64.3833,-173.3,37.51,87,100,18.01,fog,2022-11-17 00:12:26
253,Cap Malheureux,MU,-19.9842,57.6142,67.46,72,1,5.01,clear sky,2022-11-17 00:16:14
254,Hearst,CA,49.6835,-83.6665,14.25,92,100,4.03,overcast clouds,2022-11-17 00:16:15
255,Nanortalik,GL,60.1432,-45.2371,21.4,76,53,20.65,broken clouds,2022-11-17 00:16:15
256,Hervey Bay,AU,-25.2986,152.8535,77.02,35,46,14.0,scattered clouds,2022-11-17 00:13:34
257,Upernavik,GL,72.7868,-56.1549,12.11,92,97,13.47,overcast clouds,2022-11-17 00:16:16
258,Fort Nelson,CA,58.8053,-122.7002,22.95,54,34,2.64,scattered clouds,2022-11-17 00:15:20
259,Lodwar,KE,3.1191,35.5973,81.07,52,45,12.57,scattered clouds,2022-11-17 00:16:17
