City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
260,Bumba,CD,2.1833,22.4667,69.96,97,89,2.89,light rain,2022-11-17 00:16:17
261,Valdemarpils,LV,57.3707,22.5919,32.47,81,31,4.63,scattered clouds,2022-11-17 00:16:17
262,Parichhatgarh,IN,28.9833,77.9333,60.06,51,0,7.14,clear sky,2022-11-17 00:16:18
263,Xingcheng,CN,40.6167,120.7167,45.25,59,0,6.35,clear sky,2022-11-17 00:16:18
264,Okhotsk,RU,59.3833,143.3,-4.29,78,11,16.04,few clouds,2022-11-17 00:16:19
265,Acari,PE,-15.4311,-74.6158,69.51,73,83,4.61,broken clouds,2022-11-17 00:16:19
266,Cairns,AU,-16.9167,145.7667,95.07,47,1,3.44,clear sky,2022-11-17 00:13:48
267,Atar,MR,20.5169,-13.0499,77.04,21,30,9.42,scattered clouds,2022-11-17 00:16:20
268,Lucapa,AO,-8.4192,20.7447,63.84,98,100,1.61,overcast clouds,2022-11-17 00:16:20
269,Pangkalanbuun,ID,-2.6833,111.6167,78.57,87,98,1.57,overcast clouds,2022-11-17 00:16:21
270,Garowe,SO,8.4054,48.4845,71.69,73,15,9.6,few clouds,2022-11-17 00:16:21
271,Umba,RU,66.6871,34.3429,31.17,95,100,1.19,overcast clouds,2022-11-17 00:16:21
272,Vagur,FO,61.4732,-6.8119,48.56,85,51,28.81,broken clouds,2022-11-17 00:16:22
273,Tecoanapa,MX,16.5167,-98.75,80.91,74,44,4.68,scattered clouds,2022-11-17 00:16:22
274,Darhan,MN,49.4867,105.9228,25.7,56,3,3.2,clear sky,2022-11-17 00:16:23
275,Gazojak,TM,41.1875,61.4036,35.96,52,55,11.88,broken clouds,2022-11-17 00:16:23
276,Ilfracombe,GB,51.2093,-4.1134,50.56,92,100,5.01,overcast clouds,2022-11-17 00:16:23
277,Ostrovnoy,RU,68.0531,39.5131,29.59,87,89,7.07,overcast clouds,2022-11-17 00:16:24
278,Tambacounda,SN,13.7539,-13.7586,80.65,74,0,4.61,clear sky,2022-11-17 00:16:25
279,Yar-Sale,RU,66.8333,70.8333,7.7,93,100,6.78,overcast clouds,2022-11-17 00:16:25
280,Soyo,AO,-6.1349,12.3689,76.37,79,85,7.85,overcast clouds,2022-11-17 00:16:25
281,Jalu,LY,29.0331,21.5482,62.42,37,0,10.22,clear sky,2022-11-17 00:16:25
282,Puerto Escondido,MX,15.85,-97.0667,83.23,61,75,5.75,broken clouds,2022-11-17 00:16:26
283,Seoul,KR,37.5683,126.9778,49.44,61,47,2.35,scattered clouds,2022-11-17 00:12:52
284,Impfondo,CG,1.6381,18.0667,69.87,99,91,3.4,moderate rain,2022-11-17 00:16:27
285,Arlit,NE,18.7369,7.3853,68.56,19,5,6.96,clear sky,2022-11-17 00:16:27
286,Curico,CL,-34.9833,-71.2333,80.71,36,89,5.75,overcast clouds,2022-11-17 00:15:39
287,Tabriz,IR,38.08,46.2919,42.26,75,75,0.0,broken clouds,2022-11-17 00:16:28
288,Mount Gambier,AU,-37.8333,140.7667,56.97,59,66,5.21,broken clouds,2022-11-17 00:16:28
289,Cabo San Lucas,MX,22.8909,-109.9124,79.52,66,40,3.44,scattered clouds,2022-11-17 00:12:38
290,Hambantota,LK,6.1241,81.1185,76.82,82,82,4.63,broken clouds,2022-11-17 00:16:29
291,Baruun-Urt,MN,46.6806,113.2792,24.42,53,44,7.23,scattered clouds,2022-11-17 00:16:29
292,Aratoca,CO,6.6935,-73.0208,61.2,94,99,3.56,overcast clouds,2022-11-17 00:16:29
293,Khandyga,RU,62.6667,135.6,-44.25,100,56,2.59,broken clouds,2022-11-17 00:16:30
294,Port Macquarie,AU,-31.4333,152.9167,67.89,48,3,14.76,clear sky,2022-11-17 00:16:30
295,Portland,US,45.5234,-122.6762,51.84,56,0,12.66,clear sky,2022-11-17 00:16:30
296,Lappeenranta,FI,61.0587,28.1887,34.79,87,100,8.05,overcast clouds,2022-11-17 00:16:31
297,Zunyi,CN,27.6867,106.9072,52.23,88,96,3.15,overcast clouds,2022-11-17 00:16:31
298,Naze,JP,28.3667,129.4833,68.92,72,99,12.8,overcast clouds,2022-11-17 00:16:31
299,Porto Novo,BJ,6.4965,2.6036,77.9,83,21,6.24,light rain,2022-11-17 00:16:32
300,Prince George,CA,53.9166,-122.753,30.61,83,0,5.75,clear sky,2022-11-17 00:16:32
301,Geraldton,AU,-28.7667,114.6,68.41,60,75,17.27,broken clouds,2022-11-17 00:11:51
302,Ojhar,IN,20.1,73.9333,63.81,48,4,2.55,clear sky,2022-11-17 00:16:32
303,Manzanillo,CU,20.3433,-77.1167,78.15,82,52,8.63,broken clouds,2022-11-17 00:16:33
304,Gazli,UZ,40.1333,63.45,38.23,63,33,10.63,scattered clouds,2022-11-17 00:16:33
305,Dunedin,NZ,-45.8742,170.5036,55.8,99,98,3.4,overcast clouds,2022-11-17 00:16:34
306,Cabedelo,BR,-6.9811,-34.8339,79.47,75,6,8.75,clear sky,2022-11-17 00:16:34
307,Sur,OM,22.5667,59.5289,75.34,74,17,0.96,few clouds,2022-11-17 00:16:34
308,Hakui,JP,36.8833,136.7833,56.8,73,46,2.71,scattered clouds,2022-11-17 00:16:35
309,Saint-Georges,GD,12.0564,-61.7485,78.48,94,40,6.91,scattered clouds,2022-11-17 00:16:35
310,Tiksi,RU,71.6872,128.8694,-21.3,99,92,4.16,overcast clouds,2022-11-17 00:16:36
311,Georgiyevka,KZ,43.0369,74.7114,23.04,93,0,8.95,clear sky,2022-11-17 00:16:36
312,Broken Hill,AU,-31.95,141.4333,59.47,40,0,8.99,clear sky,2022-11-17 00:16:36
313,Shanghai,CN,31.2222,121.4581,60.67,87,75,11.01,mist,2022-11-17 00:16:22
314,Kulhudhuffushi,MV,6.6221,73.07,81.01,75,45,7.43,scattered clouds,2022-11-17 00:16:37
315,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,29,0,11.01,clear sky,2022-11-17 00:16:37
316,Lagoa,PT,39.05,-27.9833,62.04,73,51,21.99,broken clouds,2022-11-17 00:16:37
317,Ulaangom,MN,49.9811,92.0667,15.94,90,99,3.09,overcast clouds,2022-11-17 00:16:38
318,Bara,NG,10.3744,10.7288,72.46,36,96,6.82,overcast clouds,2022-11-17 00:13:36
319,Teya,RU,60.3778,92.6267,-0.94,99,100,2.8,overcast clouds,2022-11-17 00:16:38
320,San Policarpo,PH,12.1791,125.5072,81.25,86,74,10.76,broken clouds,2022-11-17 00:16:39
321,Zhezkazgan,KZ,47.8043,67.7144,21.09,74,54,9.24,broken clouds,2022-11-17 00:16:39
322,Kurilsk,RU,45.2333,147.8833,38.34,61,90,20.92,overcast clouds,2022-11-17 00:16:39
323,San Juan,AR,-31.5375,-68.5364,89.4,20,8,6.71,clear sky,2022-11-17 00:13:22
324,Zyryanka,RU,65.75,150.85,-9.51,98,100,13.56,light snow,2022-11-17 00:16:40
325,Santa Cruz,BO,-17.8,-63.1667,80.06,65,26,5.75,scattered clouds,2022-11-17 00:16:40
326,Gombong,ID,-7.6072,109.5142,79.92,84,94,1.41,overcast clouds,2022-11-17 00:16:40
327,Hastings,GB,50.8552,0.5729,55.92,91,91,34.23,overcast clouds,2022-11-17 00:16:41
328,Pachino,IT,36.7186,15.0907,65.79,76,72,12.95,broken clouds,2022-11-17 00:16:41
329,Mitsamiouli,KM,-11.3847,43.2844,77.65,78,79,8.75,broken clouds,2022-11-17 00:16:41
330,Texarkana,US,33.4251,-94.0477,50.22,56,0,5.75,clear sky,2022-11-17 00:16:42
331,Guerrero Negro,MX,27.9769,-114.0611,73.18,29,0,6.73,clear sky,2022-11-17 00:16:42
332,Abong Mbang,CM,3.9833,13.1833,69.12,87,68,2.59,broken clouds,2022-11-17 00:16:42
333,Seabra,BR,-12.4186,-41.7703,68.79,90,98,3.2,overcast clouds,2022-11-17 00:16:43
334,Severobaykalsk,RU,55.65,109.3167,25.77,84,83,6.33,broken clouds,2022-11-17 00:16:43
335,Cayenne,GF,4.9333,-52.3333,78.84,89,0,0.0,clear sky,2022-11-17 00:13:42
336,Teruel,ES,40.6667,-0.6667,47.64,91,99,16.02,overcast clouds,2022-11-17 00:16:43
337,Simao,CN,22.7886,100.9748,56.64,98,15,0.56,few clouds,2022-11-17 00:16:44
338,Karla,EE,59.3723,24.9275,34.57,93,75,3.44,broken clouds,2022-11-17 00:16:44
339,Koslan,RU,63.4564,48.8989,6.31,96,62,4.18,broken clouds,2022-11-17 00:16:44
340,Agirish,RU,61.9247,63.0231,-9.63,95,38,3.24,scattered clouds,2022-11-17 00:12:15
341,Kyaikkami,MM,16.08,97.5675,77.67,86,97,7.02,overcast clouds,2022-11-17 00:16:45
342,Le Vauclin,MQ,14.5452,-60.8388,80.65,78,20,9.22,few clouds,2022-11-17 00:16:45
343,Vysokogornyy,RU,50.1167,139.15,16.05,89,97,2.98,overcast clouds,2022-11-17 00:16:45
344,Derzhavinsk,KZ,51.1,66.3167,19.02,94,64,8.72,broken clouds,2022-11-17 00:16:46
345,Byron Bay,AU,-28.65,153.6167,68.94,39,93,11.56,overcast clouds,2022-11-17 00:14:03
346,Winslow,US,35.0242,-110.6974,46.58,18,0,3.44,clear sky,2022-11-17 00:16:46
347,Piacabucu,BR,-10.4056,-36.4344,76.6,86,66,8.48,broken clouds,2022-11-17 00:16:46
348,Lavrentiya,RU,65.5833,-171.0,33.76,95,92,16.53,overcast clouds,2022-11-17 00:16:47
349,Vilani,LV,56.5525,26.9245,26.64,91,13,4.85,few clouds,2022-11-17 00:16:47
350,Lupiro,TZ,-8.3833,36.6667,72.36,82,6,6.51,clear sky,2022-11-17 00:16:47
351,Camopi,GF,3.1655,-52.3158,75.07,82,100,4.03,overcast clouds,2022-11-17 00:16:48
352,Port-Gentil,GA,-0.7193,8.7815,76.82,86,60,9.71,moderate rain,2022-11-17 00:16:48
353,Kununurra,AU,-15.7667,128.7333,78.78,83,94,4.61,overcast clouds,2022-11-17 00:14:26
354,Avera,US,33.194,-82.5271,49.51,48,100,11.14,overcast clouds,2022-11-17 00:16:49
355,Itaituba,BR,-4.2761,-55.9836,79.63,75,99,2.33,overcast clouds,2022-11-17 00:16:50
356,Batagay,RU,67.6333,134.6333,-41.55,98,25,3.33,scattered clouds,2022-11-17 00:16:50
357,Vardo,NO,70.3705,31.1107,37.38,44,93,16.11,overcast clouds,2022-11-17 00:16:50
358,Pangnirtung,CA,66.1451,-65.7125,-1.71,83,83,3.65,broken clouds,2022-11-17 00:16:51
359,Peace River,CA,56.2501,-117.286,13.89,83,3,3.65,clear sky,2022-11-17 00:15:24
360,Emerald,AU,-23.5333,148.1667,77.34,27,59,13.76,broken clouds,2022-11-17 00:12:11
361,Rio Gallegos,AR,-51.6226,-69.2181,53.65,62,0,36.82,clear sky,2022-11-17 00:16:51
362,Wajir,KE,1.7471,40.0573,77.43,72,19,11.99,few clouds,2022-11-17 00:16:52
363,Dulce Nombre De Culmi,HN,15.1,-85.5333,84.43,98,94,3.31,overcast clouds,2022-11-17 00:16:52
364,Kushmurun,KZ,52.4503,64.6311,9.61,92,62,3.15,broken clouds,2022-11-17 00:16:52
365,Paamiut,GL,61.994,-49.6678,12.7,84,56,10.33,broken clouds,2022-11-17 00:16:52
366,Miyang,CN,24.4042,103.4428,54.43,96,24,1.83,few clouds,2022-11-17 00:16:53
367,Jiuquan,CN,39.7432,98.5174,29.32,31,0,4.54,clear sky,2022-11-17 00:16:53
368,Swift Current,CA,50.2834,-107.8014,20.21,93,100,24.16,overcast clouds,2022-11-17 00:16:53
369,Egvekinot,RU,66.3167,-179.1667,29.48,99,100,8.43,light snow,2022-11-17 00:16:54
370,Breves,BR,-1.6822,-50.4803,79.57,69,75,4.41,broken clouds,2022-11-17 00:16:55
371,Asau,RO,46.4333,26.4,36.52,88,84,2.44,broken clouds,2022-11-17 00:16:55
372,Basco,PH,20.4487,121.9702,80.65,72,48,16.67,scattered clouds,2022-11-17 00:16:56
373,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,51,0,20.71,clear sky,2022-11-17 00:14:49
374,Port Lincoln,AU,-34.7333,135.8667,60.93,63,3,17.65,clear sky,2022-11-17 00:16:56
375,Laguna,US,38.421,-121.4238,66.49,38,0,0.0,clear sky,2022-11-17 00:16:57
376,Makinsk,KZ,52.6292,70.4169,4.14,97,97,8.48,overcast clouds,2022-11-17 00:16:57
377,Kibuye,RW,-2.0597,29.3482,64.71,89,99,1.97,moderate rain,2022-11-17 00:16:58
378,Porgera,PG,-5.4667,143.2,60.57,41,96,2.44,overcast clouds,2022-11-17 00:16:58
379,Tambun,ID,-6.2641,107.0712,77.04,79,100,0.6,light rain,2022-11-17 00:16:58
380,Hamilton,US,39.1834,-84.5333,35.73,82,100,11.5,light snow,2022-11-17 00:14:16
381,Chateaubelair,VC,13.2833,-61.25,79.03,80,88,12.28,overcast clouds,2022-11-17 00:16:59
382,Noshiro,JP,40.2039,140.0242,40.03,54,87,13.15,overcast clouds,2022-11-17 00:17:00
383,Labuhan,ID,-6.8844,112.2051,81.27,78,99,3.78,overcast clouds,2022-11-17 00:17:01
384,Palmares Do Sul,BR,-30.2578,-50.5097,66.56,56,0,6.22,clear sky,2022-11-17 00:17:02
385,Kahului,US,20.8947,-156.47,84.22,63,20,24.16,few clouds,2022-11-17 00:17:02
386,Pilar,BR,-9.5972,-35.9567,72.34,90,71,4.65,broken clouds,2022-11-17 00:15:25
387,Arklow,IE,52.7931,-6.1414,47.55,83,99,7.94,overcast clouds,2022-11-17 00:17:03
388,San Vicente,AR,-26.6167,-54.1333,60.39,72,1,2.39,clear sky,2022-11-17 00:14:50
389,Paita,PE,-5.0892,-81.1144,65.08,85,66,16.58,broken clouds,2022-11-17 00:17:04
390,Baillif,GP,16.0202,-61.7463,76.64,76,0,10.16,clear sky,2022-11-17 00:17:04
391,Maniitsoq,GL,65.4167,-52.9,18.84,65,100,4.25,overcast clouds,2022-11-17 00:17:05
392,Gap,FR,44.6667,6.0,31.84,89,66,2.68,broken clouds,2022-11-17 00:14:56
393,Tongchuan,CN,35.0806,109.0897,44.46,69,0,4.41,clear sky,2022-11-17 00:17:05
394,Oksfjord,NO,70.2396,22.3479,30.38,38,12,5.64,few clouds,2022-11-17 00:17:06
395,Port Elizabeth,ZA,-33.918,25.5701,62.89,82,0,9.22,clear sky,2022-11-17 00:17:06
396,Santa Rita,BR,-7.1139,-34.9781,79.47,78,20,5.75,few clouds,2022-11-17 00:17:07
397,Itapirapua,BR,-15.8233,-50.6133,82.69,53,53,4.99,broken clouds,2022-11-17 00:17:07
398,Glomfjord,NO,66.8167,13.9667,42.71,23,68,9.98,broken clouds,2022-11-17 00:17:08
399,Lufilufi,WS,-13.8745,-171.5986,85.78,75,28,12.84,light rain,2022-11-17 00:13:27
400,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,90,82,7.54,light rain,2022-11-17 00:17:09
401,Loudi,CN,27.7344,111.9944,53.53,83,79,2.15,broken clouds,2022-11-17 00:14:08
402,Malaryta,BY,51.7905,24.074,31.82,80,96,13.33,overcast clouds,2022-11-17 00:17:09
403,Edremit,TR,39.5961,27.0244,51.55,87,75,4.61,broken clouds,2022-11-17 00:17:10
404,Akdepe,TM,42.0551,59.3788,33.89,53,90,12.77,overcast clouds,2022-11-17 00:17:11
405,Havoysund,NO,70.9963,24.6622,41.23,69,37,14.05,scattered clouds,2022-11-17 00:17:12
406,Kitangari,TZ,-10.65,39.3333,70.32,88,71,6.4,broken clouds,2022-11-17 00:17:12
407,Xichang,CN,27.8964,102.2634,44.71,80,0,0.49,clear sky,2022-11-17 00:17:13
408,Hailar,CN,49.2,119.7,20.46,80,82,8.95,broken clouds,2022-11-17 00:17:13
409,Sailana,IN,23.4667,74.9167,61.23,42,0,8.1,clear sky,2022-11-17 00:17:13
410,Ban Chang,TH,12.7254,101.0553,82.47,93,20,4.61,mist,2022-11-17 00:17:14
411,Bilma,NE,18.6853,12.9164,65.53,25,4,3.29,clear sky,2022-11-17 00:13:24
412,Banjarmasin,ID,-3.3244,114.591,80.74,80,100,1.79,overcast clouds,2022-11-17 00:17:14
413,Kharp,RU,66.8014,65.8081,4.75,90,60,9.95,broken clouds,2022-11-17 00:17:14
414,Chany,RU,55.3121,76.7647,14.13,93,100,9.95,overcast clouds,2022-11-17 00:17:15
415,Rio Grande,BR,-32.035,-52.0986,68.11,61,0,4.14,clear sky,2022-11-17 00:17:15
416,Placerville,US,38.7296,-120.7986,59.5,47,0,4.61,clear sky,2022-11-17 00:16:44
417,Quatre Cocos,MU,-20.2078,57.7625,68.11,66,8,5.53,clear sky,2022-11-17 00:17:16
418,Tromso,NO,69.6496,18.957,29.37,86,24,3.44,few clouds,2022-11-17 00:17:17
419,High Level,CA,58.5169,-117.136,13.24,76,2,3.53,clear sky,2022-11-17 00:15:09
420,Codrington,AU,-38.2667,141.9667,57.2,67,69,8.3,broken clouds,2022-11-17 00:16:00
421,Talara,PE,-4.5772,-81.2719,64.36,89,66,15.14,broken clouds,2022-11-17 00:17:17
422,Patrocinio,BR,-18.9439,-46.9925,72.28,57,70,0.96,broken clouds,2022-11-17 00:17:18
423,Saint-Pierre,RE,-21.3393,55.4781,69.91,49,0,6.91,clear sky,2022-11-17 00:17:18
424,Stornoway,GB,58.2093,-6.3865,48.16,77,39,4.61,scattered clouds,2022-11-17 00:16:31
425,Brae,GB,60.3964,-1.353,46.99,88,100,39.03,light rain,2022-11-17 00:17:18
426,San Rafael,AR,-34.6177,-68.3301,76.28,43,12,15.99,few clouds,2022-11-17 00:17:19
427,Troitsko-Pechorsk,RU,62.7084,56.1964,-21.32,100,27,2.13,scattered clouds,2022-11-17 00:17:19
428,Golden,US,39.7555,-105.2211,36.19,46,23,1.01,few clouds,2022-11-17 00:17:19
429,Lingao,CN,19.9103,109.6859,75.15,92,27,9.78,scattered clouds,2022-11-17 00:17:20
430,Kampot,KH,10.6167,104.1833,80.65,84,65,2.77,broken clouds,2022-11-17 00:17:21
431,Muros,ES,42.7762,-9.0603,61.09,83,100,14.63,overcast clouds,2022-11-17 00:17:21
432,Jega,NG,12.2175,4.3792,73.69,24,6,7.87,clear sky,2022-11-17 00:17:24
433,Yarada,IN,17.65,83.2667,66.52,94,37,2.3,mist,2022-11-17 00:17:24
434,Ukiah,US,39.1502,-123.2078,69.44,41,0,3.44,clear sky,2022-11-17 00:17:24
435,Shushenskoye,RU,53.325,91.9356,30.94,71,100,14.76,overcast clouds,2022-11-17 00:17:25
436,Praia,CV,14.9215,-23.5087,77.54,57,20,6.91,few clouds,2022-11-17 00:17:25
437,Tual,ID,-5.6667,132.75,83.43,74,100,8.66,overcast clouds,2022-11-17 00:17:26
438,Airai,TL,-8.9266,125.4092,69.22,68,93,1.54,overcast clouds,2022-11-17 00:17:26
439,Rincon,US,32.296,-81.2354,54.86,88,0,3.44,clear sky,2022-11-17 00:17:26
440,Olafsvik,IS,64.8945,-23.7142,44.33,74,77,22.97,broken clouds,2022-11-17 00:17:27
441,Were Ilu,ET,10.6,39.4333,43.72,51,29,4.94,scattered clouds,2022-11-17 00:17:27
442,Homer,US,59.6425,-151.5483,45.77,85,0,1.01,clear sky,2022-11-17 00:17:28
443,Xuchang,CN,34.0167,113.8167,49.24,49,2,2.93,clear sky,2022-11-17 00:17:28
444,Oktyabrskoye,RU,43.0645,44.7417,28.54,93,100,4.47,overcast clouds,2022-11-17 00:17:29
445,Levin,NZ,-40.6333,175.275,64.71,86,100,3.91,overcast clouds,2022-11-17 00:17:29
446,Tura,IN,25.5198,90.2201,61.21,88,0,3.94,clear sky,2022-11-17 00:17:30
447,Kuandian,CN,40.7286,124.7847,38.12,62,0,2.57,clear sky,2022-11-17 00:17:30
448,Storforshei,NO,66.4043,14.5233,34.02,31,45,5.75,scattered clouds,2022-11-17 00:17:30
449,Hornepayne,CA,49.2138,-84.7705,16.5,88,100,4.25,overcast clouds,2022-11-17 00:17:31
450,Necochea,AR,-38.5473,-58.7368,61.59,96,81,9.06,broken clouds,2022-11-17 00:17:31
451,Hobyo,SO,5.3505,48.5268,81.32,72,48,14.14,scattered clouds,2022-11-17 00:17:31
452,La Ligua,CL,-32.4524,-71.2311,62.87,74,0,3.13,clear sky,2022-11-17 00:17:32
453,Pacific Grove,US,36.6177,-121.9166,66.54,50,0,4.0,clear sky,2022-11-17 00:17:32
454,Buchanan,LR,5.8808,-10.0467,77.56,87,73,5.99,light rain,2022-11-17 00:17:32
455,Belaya Gora,RU,68.5333,146.4167,-20.65,98,100,2.68,overcast clouds,2022-11-17 00:17:33
456,Sovetskaya Gavan,RU,48.9723,140.2878,26.37,57,3,6.2,clear sky,2022-11-17 00:17:33
457,Teguldet,RU,57.3064,88.1667,24.48,93,100,7.25,overcast clouds,2022-11-17 00:17:33
458,Urengoy,RU,65.9667,78.3667,-4.86,89,88,4.54,overcast clouds,2022-11-17 00:17:34
459,Pingzhuang,CN,42.0372,119.2889,31.35,75,3,2.1,clear sky,2022-11-17 00:17:34
460,Minab,IR,27.1467,57.0801,76.3,66,0,0.56,clear sky,2022-11-17 00:17:34
461,Bayir,TR,37.2687,28.2167,46.92,91,8,3.8,clear sky,2022-11-17 00:17:34
462,Palmer,US,42.1584,-72.3287,42.17,74,40,12.66,scattered clouds,2022-11-17 00:17:35
463,Santa Rosa,PH,14.3122,121.1114,85.08,77,72,11.39,broken clouds,2022-11-17 00:17:35
464,Rawson,AR,-43.3002,-65.1023,61.39,53,0,16.28,clear sky,2022-11-17 00:17:35
465,Fairbanks,US,64.8378,-147.7164,13.98,80,40,0.0,scattered clouds,2022-11-17 00:13:20
466,Avesta,SE,60.1455,16.1679,35.13,86,33,3.4,scattered clouds,2022-11-17 00:17:36
467,Karia,NG,11.7306,11.1629,69.26,27,63,8.79,broken clouds,2022-11-17 00:17:36
468,Seydisehir,TR,37.4193,31.8453,39.22,79,30,3.65,scattered clouds,2022-11-17 00:17:37
469,Banda Aceh,ID,5.5577,95.3222,78.64,80,100,12.91,overcast clouds,2022-11-17 00:17:37
470,Taoudenni,ML,22.6783,-3.9836,74.17,16,0,9.28,clear sky,2022-11-17 00:17:37
471,Hofn,IS,64.2539,-15.2082,45.7,90,100,17.16,overcast clouds,2022-11-17 00:17:38
472,Dakar,SN,14.6937,-17.4441,77.88,74,65,8.16,broken clouds,2022-11-17 00:15:00
473,Komsomolskiy,UZ,40.4272,71.7189,38.12,81,11,2.3,few clouds,2022-11-17 00:14:39
474,Touros,BR,-5.1989,-35.4608,78.71,70,3,13.11,clear sky,2022-11-17 00:12:38
475,Kosonsoy,UZ,41.2561,71.5508,32.56,67,74,7.02,broken clouds,2022-11-17 00:17:38
476,Sovkhoznyy,RU,45.2946,38.1138,52.56,88,100,10.31,overcast clouds,2022-11-17 00:17:39
477,Clane,IE,53.2914,-6.6892,45.32,98,75,4.61,broken clouds,2022-11-17 00:17:39
478,Valparaiso,CL,-33.0393,-71.6273,65.48,100,0,9.22,clear sky,2022-11-17 00:17:39
479,Hoquiam,US,46.9809,-123.8893,53.92,61,0,9.22,clear sky,2022-11-17 00:17:40
480,Haverfordwest,GB,51.8017,-4.9691,47.79,95,100,8.12,overcast clouds,2022-11-17 00:17:40
481,Ketchikan,US,55.3422,-131.6461,45.61,86,56,5.75,broken clouds,2022-11-17 00:17:40
482,Mahibadhoo,MV,3.7833,72.9667,80.58,78,63,11.68,broken clouds,2022-11-17 00:17:41
483,Karasjok,NO,69.4719,25.5112,8.55,81,67,1.59,broken clouds,2022-11-17 00:17:41
484,Sola,VU,-13.8833,167.55,82.13,72,4,9.28,clear sky,2022-11-17 00:17:41
485,Manono,CD,-7.3,27.4167,65.84,94,97,2.53,overcast clouds,2022-11-17 00:17:42
486,Xuddur,SO,4.1213,43.8894,70.63,89,38,10.38,scattered clouds,2022-11-17 00:17:43
487,Naryan-Mar,RU,67.6713,53.087,7.23,96,62,8.99,broken clouds,2022-11-17 00:17:43
488,Nishihara,JP,26.1842,127.7558,76.66,78,75,12.66,broken clouds,2022-11-17 00:17:43
489,Rabo De Peixe,PT,37.8,-25.5833,63.28,98,75,3.44,light intensity shower rain,2022-11-17 00:17:44
490,Severnoye,RU,56.3491,78.3619,10.94,93,100,7.25,overcast clouds,2022-11-17 00:17:44
491,Rafaela,AR,-31.2503,-61.4867,81.99,24,11,1.99,few clouds,2022-11-17 00:17:44
492,Aitape,PG,-3.1374,142.3475,85.19,68,90,2.59,overcast clouds,2022-11-17 00:17:45
493,Wilmington,US,34.2257,-77.9447,53.91,83,0,4.61,clear sky,2022-11-17 00:14:30
494,Gold Coast,AU,-28.0,153.4333,76.15,42,82,9.22,broken clouds,2022-11-17 00:17:46
495,Tilichiki,RU,60.4667,166.1,11.44,93,51,3.18,broken clouds,2022-11-17 00:17:47
496,Sumbawanga,TZ,-7.9667,31.6167,59.29,84,55,4.21,broken clouds,2022-11-17 00:17:47
497,San Ramon,US,37.7799,-121.978,66.74,29,0,10.36,clear sky,2022-11-17 00:17:48
498,Knysna,ZA,-34.0363,23.0471,60.01,77,93,3.83,overcast clouds,2022-11-17 00:17:48
499,Japura,ID,-0.3167,102.35,75.27,85,100,3.36,overcast clouds,2022-11-17 00:17:49
500,Movileni,RO,44.3667,24.65,50.95,80,100,3.31,overcast clouds,2022-11-17 00:17:49
501,Berdigestyakh,RU,62.0989,126.6992,-16.49,90,80,9.22,broken clouds,2022-11-17 00:17:49
502,Eyl,SO,7.9803,49.8164,76.68,76,13,12.24,few clouds,2022-11-17 00:17:50
503,Honningsvag,NO,70.9821,25.9704,40.75,45,59,8.05,broken clouds,2022-11-17 00:17:50
504,Black River,JM,18.0264,-77.8487,79.47,82,85,2.51,overcast clouds,2022-11-17 00:17:50
505,Passy,FR,45.9203,6.6877,50.83,83,82,7.31,broken clouds,2022-11-17 00:17:51
506,Manthani,IN,18.65,79.6667,59.11,67,28,3.94,scattered clouds,2022-11-17 00:17:51
507,Vostok,RU,46.4856,135.8833,20.8,81,79,2.68,broken clouds,2022-11-17 00:17:51
508,Omsukchan,RU,62.5333,155.8,-25.46,97,60,3.87,broken clouds,2022-11-17 00:17:52
509,Mnogovershinnyy,RU,53.9353,139.9242,10.02,94,77,4.52,broken clouds,2022-11-17 00:17:52
510,Svetlogorsk,BY,52.6333,29.7333,28.44,77,99,10.89,overcast clouds,2022-11-17 00:17:52
511,Ambilobe,MG,-13.2,49.05,72.21,90,78,2.21,broken clouds,2022-11-17 00:17:53
512,Dongying,CN,37.4564,118.4856,50.41,47,0,3.8,clear sky,2022-11-17 00:17:53
513,Najran,SA,17.4924,44.1277,59.65,32,1,0.43,clear sky,2022-11-17 00:17:54
514,Hokitika,NZ,-42.7167,170.9667,62.29,70,100,1.25,overcast clouds,2022-11-17 00:17:54
515,Biga,TR,40.2281,27.2422,51.49,89,59,6.26,broken clouds,2022-11-17 00:17:54
516,Argelia,CO,2.2556,-77.2488,67.24,98,100,1.61,moderate rain,2022-11-17 00:17:55
517,Mabaruma,GY,8.2,-59.7833,74.61,94,89,2.68,overcast clouds,2022-11-17 00:17:55
518,Sri Aman,MY,1.2376,111.4621,80.65,89,20,2.3,few clouds,2022-11-17 00:17:56
519,Bonavista,CA,48.6499,-53.1147,33.87,65,94,5.32,overcast clouds,2022-11-17 00:17:56
520,Eslamshahr,IR,35.5605,51.2346,53.04,64,75,9.22,broken clouds,2022-11-17 00:17:57
521,Marsa Matruh,EG,31.3525,27.2453,64.74,71,1,9.15,light rain,2022-11-17 00:17:57
522,Marrakesh,MA,31.6315,-8.0083,62.67,34,0,11.5,clear sky,2022-11-17 00:13:40
523,Tateyama,JP,34.9833,139.8667,61.11,69,34,14.88,scattered clouds,2022-11-17 00:17:58
